Date,Boro,Vol
2011-06-30,Bronx,6537.0
2011-06-30,Staten Island,4866.0
2011-07-01,Bronx,6788.0
2011-07-01,Staten Island,5309.0
2011-07-02,Bronx,6004.0
2011-07-02,Staten Island,4360.0
2011-07-03,Bronx,4383.0
2011-07-03,Staten Island,2850.0
2011-07-04,Bronx,5064.0
2011-07-04,Staten Island,2687.0
2011-07-05,Bronx,5523.0
2011-07-05,Queens,5875.0
2011-07-05,Staten Island,4280.0
2011-07-06,Bronx,4834.0
2011-07-06,Queens,10011.0
2011-07-06,Staten Island,4377.0
2011-07-07,Bronx,5597.0
2011-07-07,Queens,3930.0
2011-07-07,Staten Island,4525.0
2011-07-08,Bronx,1891.0
2011-07-08,Queens,3522.0
2011-07-08,Staten Island,6777.0
2011-07-09,Queens,3066.0
2011-07-09,Staten Island,6704.0
2011-07-10,Queens,2342.0
2011-07-10,Staten Island,5899.0
2011-07-11,Bronx,2146.0
2011-07-11,Brooklyn,945.0
2011-07-11,Queens,3870.0
2011-07-11,Staten Island,1634.0
2011-07-12,Bronx,582.0
2011-07-12,Queens,7507.0
2011-07-13,Queens,8390.0
2011-07-14,Queens,8690.0
2011-07-15,Bronx,0.0
2011-07-15,Queens,8767.0
2011-07-16,Queens,7180.0
2011-07-17,Queens,6245.0
2011-07-18,Queens,7670.0
2011-07-19,Queens,8058.0
2011-07-20,Queens,8667.0
2011-07-21,Queens,8257.0
2011-07-22,Bronx,147.0
2011-07-22,Brooklyn,6986.0
2011-07-22,Queens,559.0
2011-07-22,Staten Island,3.0
2011-07-23,Brooklyn,4621.0
2011-07-24,Brooklyn,3917.0
2011-07-25,Brooklyn,708.0
2011-07-25,Queens,7211.0
2011-07-25,Staten Island,1851.0
2011-07-26,Brooklyn,17314.0
2011-07-26,Queens,1499.0
2011-07-27,Brooklyn,15445.0
2011-07-28,Brooklyn,14360.0
2011-07-29,Brooklyn,12382.0
2011-07-29,Queens,905.0
2011-07-30,Brooklyn,9672.0
2011-07-30,Queens,1791.0
2011-07-31,Brooklyn,8053.0
2011-07-31,Queens,2631.0
2011-08-01,Brooklyn,10744.0
2011-08-01,Queens,2246.0
2011-08-02,Brooklyn,11542.0
2011-08-02,Queens,3088.0
2011-08-03,Brooklyn,11049.0
2011-08-03,Queens,2395.0
2011-08-04,Brooklyn,921.0
2011-08-04,Manhattan,6977.0
2011-08-04,Queens,9946.0
2011-08-05,Manhattan,12039.0
2011-08-05,Queens,9519.0
2011-08-06,Manhattan,27106.0
2011-08-06,Queens,6238.0
2011-08-07,Manhattan,24016.0
2011-08-07,Queens,4600.0
2011-08-08,Manhattan,26562.0
2011-08-08,Queens,5549.0
2011-08-09,Manhattan,35470.0
2011-08-09,Queens,2139.0
2011-08-10,Manhattan,41557.0
2011-08-11,Manhattan,43624.0
2011-08-12,Manhattan,40869.0
2011-08-13,Manhattan,39181.0
2011-08-14,Manhattan,27907.0
2011-08-15,Manhattan,36664.0
2011-08-16,Manhattan,40177.0
2011-08-17,Manhattan,41903.0
2011-08-18,Manhattan,41674.0
2011-08-19,Manhattan,40337.0
2011-08-20,Manhattan,9156.0
2011-08-21,Manhattan,0.0
2011-08-22,Brooklyn,806.0
2011-08-22,Manhattan,0.0
2011-08-22,Queens,7182.0
2011-08-23,Brooklyn,1046.0
2011-08-23,Queens,13594.0
2011-08-24,Brooklyn,967.0
2011-08-24,Queens,13961.0
2011-08-25,Brooklyn,990.0
2011-08-25,Queens,14042.0
2011-08-26,Brooklyn,1001.0
2011-08-26,Queens,15012.0
2011-08-27,Brooklyn,680.0
2011-08-27,Queens,5778.0
2011-08-28,Brooklyn,391.0
2011-08-28,Queens,1787.0
2011-08-29,Brooklyn,1162.0
2011-08-29,Queens,13238.0
2011-08-30,Brooklyn,957.0
2011-08-30,Queens,13824.0
2011-08-31,Brooklyn,1067.0
2011-08-31,Queens,14014.0
2011-09-01,Brooklyn,1588.0
2011-09-01,Queens,15005.0
2011-09-02,Brooklyn,410.0
2011-09-02,Queens,4459.0
2011-09-06,Brooklyn,9504.0
2011-09-07,Brooklyn,8322.0
2011-09-08,Brooklyn,7615.0
2011-09-09,Brooklyn,7817.0
2011-09-10,Brooklyn,9496.0
2011-09-10,Staten Island,16458.0
2011-09-11,Brooklyn,9.0
2011-09-11,Manhattan,3322.0
2011-09-11,Queens,13852.0
2011-09-11,Staten Island,24780.0
2011-09-12,Manhattan,29948.0
2011-09-12,Queens,16671.0
2011-09-13,Manhattan,35040.0
2011-09-13,Queens,16745.0
2011-09-14,Manhattan,36582.0
2011-09-14,Queens,16292.0
2011-09-15,Manhattan,35740.0
2011-09-15,Queens,16712.0
2011-09-16,Manhattan,36964.0
2011-09-16,Queens,17883.0
2011-09-17,Manhattan,37433.0
2011-09-17,Queens,17819.0
2011-09-18,Manhattan,34086.0
2011-09-18,Queens,17198.0
2011-09-19,Manhattan,50781.0
2011-09-19,Queens,333.0
2011-09-20,Manhattan,17722.0
2011-09-20,Queens,4127.0
2011-09-21,Manhattan,13114.0
2011-09-21,Queens,4225.0
2011-09-22,Brooklyn,281.0
2011-09-22,Manhattan,13888.0
2011-09-22,Queens,4560.0
2011-09-23,Brooklyn,664.0
2011-09-23,Queens,11032.0
2011-09-24,Queens,10549.0
2011-09-25,Queens,9124.0
2011-09-26,Queens,7152.0
2011-09-26,Staten Island,10414.0
2011-09-27,Queens,951.0
2011-09-27,Staten Island,19498.0
2011-09-28,Queens,37.0
2011-09-28,Staten Island,18867.0
2011-09-29,Queens,2546.0
2011-09-29,Staten Island,25656.0
2011-09-30,Queens,792.0
2011-09-30,Staten Island,36702.0
2011-10-01,Manhattan,12660.0
2011-10-01,Staten Island,29006.0
2011-10-02,Brooklyn,2951.0
2011-10-02,Manhattan,7182.0
2011-10-02,Staten Island,13480.0
2011-10-03,Brooklyn,7287.0
2011-10-03,Staten Island,18765.0
2011-10-04,Bronx,576.0
2011-10-04,Brooklyn,10208.0
2011-10-04,Staten Island,1666.0
2011-10-05,Bronx,1023.0
2011-10-05,Brooklyn,10463.0
2011-10-06,Bronx,1032.0
2011-10-06,Brooklyn,10830.0
2011-10-07,Bronx,1067.0
2011-10-07,Brooklyn,11477.0
2011-10-08,Bronx,953.0
2011-10-08,Brooklyn,9199.0
2011-10-09,Bronx,765.0
2011-10-09,Brooklyn,8917.0
2011-10-10,Bronx,802.0
2011-10-10,Brooklyn,8691.0
2011-10-11,Bronx,245.0
2011-10-11,Brooklyn,5133.0
2011-10-11,Manhattan,9733.0
2011-10-11,Queens,2643.0
2011-10-12,Brooklyn,624.0
2011-10-12,Manhattan,15271.0
2011-10-12,Queens,4317.0
2011-10-13,Brooklyn,587.0
2011-10-13,Manhattan,15578.0
2011-10-13,Queens,4061.0
2011-10-14,Brooklyn,543.0
2011-10-14,Manhattan,15058.0
2011-10-14,Queens,4238.0
2011-10-15,Brooklyn,354.0
2011-10-15,Manhattan,15012.0
2011-10-15,Queens,3909.0
2011-10-16,Brooklyn,406.0
2011-10-16,Manhattan,14665.0
2011-10-16,Queens,4498.0
2011-10-17,Brooklyn,454.0
2011-10-17,Manhattan,11638.0
2011-10-17,Queens,4676.0
2011-10-17,Staten Island,0.0
2011-10-18,Manhattan,13226.0
2011-10-18,Queens,5143.0
2011-10-18,Staten Island,5993.0
2011-10-19,Brooklyn,2902.0
2011-10-19,Manhattan,14367.0
2011-10-19,Queens,1999.0
2011-10-19,Staten Island,10624.0
2011-10-20,Brooklyn,9907.0
2011-10-20,Manhattan,14695.0
2011-10-20,Staten Island,11192.0
2011-10-21,Brooklyn,9824.0
2011-10-21,Manhattan,14774.0
2011-10-21,Staten Island,14241.0
2011-10-22,Brooklyn,8838.0
2011-10-22,Manhattan,22435.0
2011-10-22,Staten Island,3411.0
2011-10-23,Brooklyn,7409.0
2011-10-23,Manhattan,22874.0
2011-10-24,Brooklyn,24588.0
2011-10-24,Manhattan,8282.0
2011-10-24,Staten Island,3580.0
2011-10-25,Brooklyn,35530.0
2011-10-25,Staten Island,5119.0
2011-10-26,Brooklyn,35455.0
2011-10-26,Staten Island,4930.0
2011-10-27,Brooklyn,34181.0
2011-10-27,Staten Island,5862.0
2011-10-28,Brooklyn,39504.0
2011-10-28,Staten Island,6034.0
2011-10-29,Brooklyn,30870.0
2011-10-29,Staten Island,4863.0
2011-10-30,Brooklyn,29124.0
2011-10-30,Staten Island,2174.0
2011-10-31,Brooklyn,35255.0
2011-10-31,Staten Island,3570.0
2011-11-01,Brooklyn,19930.0
2011-11-01,Queens,6788.0
2011-11-01,Staten Island,995.0
2011-11-02,Brooklyn,9321.0
2011-11-02,Queens,11530.0
2011-11-03,Brooklyn,9041.0
2011-11-03,Queens,11587.0
2011-11-04,Brooklyn,9771.0
2011-11-04,Queens,12216.0
2011-11-05,Brooklyn,8871.0
2011-11-05,Queens,11243.0
2011-11-06,Brooklyn,6095.0
2011-11-06,Queens,9000.0
2011-11-07,Brooklyn,8782.0
2011-11-07,Queens,3167.0
2011-11-08,Brooklyn,8392.0
2011-11-09,Brooklyn,9313.0
2011-11-10,Brooklyn,9053.0
2011-11-11,Brooklyn,4001.0
2011-11-11,Queens,8562.0
2011-11-12,Queens,13751.0
2011-11-13,Queens,12266.0
2011-11-14,Queens,15178.0
2011-11-15,Queens,14634.0
2011-11-16,Queens,14016.0
2011-11-17,Queens,14363.0
2011-11-18,Queens,15711.0
2011-11-19,Queens,14758.0
2011-11-20,Queens,12854.0
2011-11-21,Brooklyn,8895.0
2011-11-21,Queens,6178.0
2011-11-22,Brooklyn,9978.0
2011-11-23,Brooklyn,2554.0
2011-11-23,Queens,1978.0
2011-11-26,Bronx,1245.0
2011-11-27,Bronx,20146.0
2011-11-28,Bronx,24427.0
2011-11-29,Bronx,21938.0
2011-11-30,Bronx,24999.0
2011-12-01,Bronx,26540.0
2011-12-02,Bronx,29695.0
2011-12-03,Bronx,32351.0
2011-12-04,Bronx,25265.0
2011-12-05,Bronx,25994.0
2011-12-06,Bronx,23788.0
2011-12-07,Bronx,23754.0
2011-12-08,Bronx,26699.0
2011-12-09,Bronx,30459.0
2011-12-10,Bronx,33546.0
2011-12-11,Bronx,25935.0
2011-12-12,Bronx,26392.0
2011-12-13,Bronx,25842.0
2011-12-14,Bronx,15432.0
2012-01-07,Brooklyn,966.0
2012-01-07,Manhattan,10860.0
2012-01-08,Brooklyn,2177.0
2012-01-08,Manhattan,15879.0
2012-01-08,Staten Island,4096.0
2012-01-09,Manhattan,17703.0
2012-01-09,Staten Island,9417.0
2012-01-10,Manhattan,17529.0
2012-01-10,Staten Island,9321.0
2012-01-11,Manhattan,18307.0
2012-01-11,Staten Island,9423.0
2012-01-12,Manhattan,18625.0
2012-01-12,Staten Island,8913.0
2012-01-13,Manhattan,20484.0
2012-01-13,Staten Island,10456.0
2012-01-14,Manhattan,18992.0
2012-01-14,Staten Island,6143.0
2012-01-15,Brooklyn,162.0
2012-01-15,Manhattan,16415.0
2012-01-16,Brooklyn,2202.0
2012-01-16,Manhattan,15664.0
2012-01-17,Brooklyn,2443.0
2012-01-17,Manhattan,17444.0
2012-01-18,Brooklyn,2550.0
2012-01-18,Manhattan,18803.0
2012-01-19,Brooklyn,2587.0
2012-01-19,Manhattan,18542.0
2012-01-20,Brooklyn,1202.0
2012-01-20,Manhattan,20649.0
2012-01-20,Staten Island,1260.0
2012-01-21,Brooklyn,2168.0
2012-01-21,Manhattan,3852.0
2012-01-21,Staten Island,13546.0
2012-01-22,Bronx,2198.0
2012-01-22,Brooklyn,784.0
2012-01-22,Manhattan,940.0
2012-01-22,Queens,10350.0
2012-01-22,Staten Island,3058.0
2012-01-23,Bronx,38982.0
2012-01-23,Queens,3906.0
2012-01-24,Bronx,27125.0
2012-01-24,Queens,11008.0
2012-01-25,Bronx,27437.0
2012-01-25,Queens,11302.0
2012-01-26,Bronx,26735.0
2012-01-26,Queens,11399.0
2012-01-27,Bronx,18507.0
2012-01-27,Queens,18691.0
2012-01-28,Bronx,5379.0
2012-01-28,Brooklyn,43014.0
2012-01-28,Queens,3385.0
2012-01-29,Brooklyn,45968.0
2012-01-30,Brooklyn,43793.0
2012-01-31,Brooklyn,42829.0
2012-02-01,Brooklyn,53552.0
2012-02-02,Brooklyn,53105.0
2012-02-03,Brooklyn,60015.0
2012-02-04,Brooklyn,57594.0
2012-02-05,Brooklyn,50900.0
2012-02-06,Brooklyn,51137.0
2012-02-07,Brooklyn,53136.0
2012-02-08,Brooklyn,51231.0
2012-02-09,Brooklyn,48318.0
2012-02-10,Brooklyn,56262.0
2012-02-11,Brooklyn,10158.0
2012-02-11,Queens,52397.0
2012-02-12,Queens,58474.0
2012-02-13,Queens,64133.0
2012-02-14,Queens,65187.0
2012-02-15,Queens,64643.0
2012-02-16,Queens,65040.0
2012-02-17,Bronx,6859.0
2012-02-17,Queens,63355.0
2012-02-18,Bronx,10617.0
2012-02-18,Queens,51588.0
2012-02-19,Bronx,3517.0
2012-02-19,Queens,51843.0
2012-02-20,Queens,59474.0
2012-02-21,Queens,65292.0
2012-02-22,Queens,66156.0
2012-02-23,Queens,67870.0
2012-02-24,Queens,69202.0
2012-02-25,Queens,10192.0
2012-03-05,Manhattan,13251.0
2012-03-06,Manhattan,21203.0
2012-03-07,Manhattan,22074.0
2012-03-08,Manhattan,21185.0
2012-03-09,Manhattan,23560.0
2012-03-10,Brooklyn,11073.0
2012-03-10,Manhattan,22004.0
2012-03-11,Brooklyn,10722.0
2012-03-11,Manhattan,18968.0
2012-03-12,Brooklyn,12744.0
2012-03-12,Manhattan,21031.0
2012-03-13,Brooklyn,12928.0
2012-03-13,Manhattan,12605.0
2012-03-14,Brooklyn,13089.0
2012-03-15,Brooklyn,13073.0
2012-03-16,Brooklyn,14248.0
2012-03-17,Brooklyn,13482.0
2012-03-18,Brooklyn,10590.0
2012-03-19,Brooklyn,12792.0
2012-03-20,Brooklyn,3943.0
2012-03-23,Queens,19399.0
2012-03-24,Manhattan,3333.0
2012-03-24,Queens,19602.0
2012-03-25,Manhattan,4734.0
2012-03-25,Queens,11076.0
2012-03-26,Manhattan,5243.0
2012-03-26,Queens,13001.0
2012-03-27,Manhattan,4799.0
2012-03-27,Queens,12143.0
2012-03-28,Manhattan,4958.0
2012-03-28,Queens,12960.0
2012-03-29,Manhattan,5332.0
2012-03-29,Queens,13549.0
2012-03-30,Manhattan,5990.0
2012-03-30,Queens,14523.0
2012-03-31,Manhattan,5091.0
2012-03-31,Queens,12174.0
2012-04-01,Manhattan,4787.0
2012-04-01,Queens,10897.0
2012-04-02,Manhattan,9243.0
2012-04-02,Queens,7715.0
2012-04-03,Brooklyn,25032.0
2012-04-03,Manhattan,4570.0
2012-04-03,Queens,24556.0
2012-04-04,Brooklyn,37132.0
2012-04-04,Queens,43532.0
2012-04-05,Brooklyn,39235.0
2012-04-05,Queens,45285.0
2012-04-06,Brooklyn,34551.0
2012-04-06,Queens,41757.0
2012-04-07,Brooklyn,28259.0
2012-04-07,Queens,36193.0
2012-04-08,Brooklyn,24601.0
2012-04-08,Queens,29061.0
2012-04-09,Brooklyn,32112.0
2012-04-09,Queens,38516.0
2012-04-10,Brooklyn,33998.0
2012-04-10,Queens,39601.0
2012-04-11,Brooklyn,33994.0
2012-04-11,Queens,39704.0
2012-04-12,Brooklyn,36034.0
2012-04-12,Queens,29913.0
2012-04-13,Bronx,26877.0
2012-04-13,Brooklyn,7290.0
2012-04-13,Queens,12475.0
2012-04-14,Bronx,27493.0
2012-04-14,Brooklyn,15694.0
2012-04-14,Queens,1365.0
2012-04-15,Bronx,26516.0
2012-04-15,Brooklyn,12493.0
2012-04-16,Bronx,23958.0
2012-04-16,Queens,44.0
2012-04-16,Staten Island,608.0
2012-04-17,Bronx,20564.0
2012-04-17,Staten Island,203.0
2012-04-18,Bronx,17344.0
2012-04-18,Staten Island,395.0
2012-04-19,Bronx,20942.0
2012-04-19,Staten Island,442.0
2012-04-20,Bronx,22699.0
2012-04-20,Staten Island,819.0
2012-04-21,Bronx,35327.0
2012-04-21,Staten Island,44.0
2012-04-22,Bronx,20428.0
2012-04-23,Bronx,16120.0
2012-04-23,Brooklyn,7714.0
2012-04-23,Queens,968.0
2012-04-24,Bronx,2065.0
2012-04-24,Brooklyn,5897.0
2012-04-24,Staten Island,9780.0
2012-04-25,Brooklyn,4936.0
2012-04-25,Staten Island,11347.0
2012-04-26,Brooklyn,4865.0
2012-04-26,Staten Island,11829.0
2012-04-27,Brooklyn,1369.0
2012-04-27,Manhattan,790.0
2012-04-27,Queens,107.0
2012-04-27,Staten Island,10733.0
2012-04-28,Bronx,13515.0
2012-04-28,Brooklyn,27.0
2012-04-28,Manhattan,3950.0
2012-04-28,Staten Island,3860.0
2012-04-29,Bronx,13398.0
2012-04-29,Manhattan,3262.0
2012-04-29,Staten Island,2988.0
2012-04-30,Bronx,15923.0
2012-04-30,Manhattan,3833.0
2012-04-30,Staten Island,4808.0
2012-05-01,Bronx,15913.0
2012-05-01,Manhattan,3599.0
2012-05-01,Staten Island,4290.0
2012-05-02,Bronx,17237.0
2012-05-02,Manhattan,3725.0
2012-05-02,Staten Island,13993.0
2012-05-03,Bronx,17101.0
2012-05-03,Manhattan,3825.0
2012-05-03,Staten Island,24409.0
2012-05-04,Bronx,18696.0
2012-05-04,Manhattan,3830.0
2012-05-04,Staten Island,11790.0
2012-05-05,Bronx,17265.0
2012-05-05,Manhattan,3564.0
2012-05-05,Staten Island,23474.0
2012-05-06,Bronx,6945.0
2012-05-06,Manhattan,3207.0
2012-05-06,Staten Island,22259.0
2012-05-07,Bronx,13829.0
2012-05-07,Brooklyn,5511.0
2012-05-07,Manhattan,3617.0
2012-05-07,Staten Island,5843.0
2012-05-08,Bronx,3058.0
2012-05-08,Brooklyn,11031.0
2012-05-08,Manhattan,9666.0
2012-05-09,Brooklyn,12397.0
2012-05-09,Manhattan,10699.0
2012-05-10,Brooklyn,13488.0
2012-05-10,Manhattan,11056.0
2012-05-11,Brooklyn,30882.0
2012-05-11,Manhattan,10452.0
2012-05-12,Brooklyn,35221.0
2012-05-12,Manhattan,8204.0
2012-05-13,Brooklyn,33310.0
2012-05-13,Manhattan,6879.0
2012-05-14,Brooklyn,22949.0
2012-05-14,Manhattan,11296.0
2012-05-14,Staten Island,18509.0
2012-05-15,Manhattan,30316.0
2012-05-15,Staten Island,26687.0
2012-05-16,Manhattan,20011.0
2012-05-16,Staten Island,40983.0
2012-05-17,Manhattan,19353.0
2012-05-17,Staten Island,43972.0
2012-05-18,Manhattan,9842.0
2012-05-18,Staten Island,72669.0
2012-05-19,Brooklyn,1436.0
2012-05-19,Manhattan,8375.0
2012-05-19,Staten Island,43786.0
2012-05-20,Manhattan,6891.0
2012-05-20,Staten Island,33031.0
2012-05-21,Brooklyn,4124.0
2012-05-21,Manhattan,3013.0
2012-05-21,Staten Island,40502.0
2012-05-22,Brooklyn,4896.0
2012-05-22,Queens,5555.0
2012-05-22,Staten Island,22381.0
2012-05-23,Brooklyn,5968.0
2012-05-23,Queens,8315.0
2012-05-23,Staten Island,20461.0
2012-05-24,Brooklyn,6171.0
2012-05-24,Queens,8836.0
2012-05-24,Staten Island,20632.0
2012-05-25,Brooklyn,5176.0
2012-05-25,Queens,9032.0
2012-05-25,Staten Island,22356.0
2012-05-26,Brooklyn,2548.0
2012-05-26,Queens,8437.0
2012-05-26,Staten Island,18884.0
2012-05-27,Brooklyn,2098.0
2012-05-27,Queens,6989.0
2012-05-27,Staten Island,15286.0
2012-05-28,Brooklyn,2515.0
2012-05-28,Queens,6588.0
2012-05-28,Staten Island,13937.0
2012-05-29,Brooklyn,5519.0
2012-05-29,Queens,9145.0
2012-05-29,Staten Island,773.0
2012-05-30,Brooklyn,5311.0
2012-05-30,Queens,9249.0
2012-05-31,Bronx,46602.0
2012-05-31,Brooklyn,3273.0
2012-05-31,Queens,9087.0
2012-06-01,Bronx,189480.0
2012-06-01,Brooklyn,1195.0
2012-06-01,Queens,2660.0
2012-06-02,Bronx,204795.0
2012-06-03,Bronx,182081.0
2012-06-04,Bronx,139009.0
2012-06-04,Queens,7797.0
2012-06-05,Bronx,849.0
2012-06-05,Queens,29620.0
2012-06-06,Queens,29331.0
2012-06-07,Queens,30022.0
2012-06-08,Queens,31815.0
2012-06-09,Queens,29235.0
2012-06-10,Manhattan,28124.0
2012-06-10,Queens,26270.0
2012-06-11,Manhattan,35656.0
2012-06-11,Queens,33187.0
2012-06-12,Manhattan,38955.0
2012-06-12,Queens,37355.0
2012-06-13,Manhattan,37019.0
2012-06-13,Queens,36257.0
2012-06-14,Manhattan,36170.0
2012-06-14,Queens,36738.0
2012-06-15,Brooklyn,4951.0
2012-06-15,Manhattan,60742.0
2012-06-15,Queens,22758.0
2012-06-16,Brooklyn,1526.0
2012-06-16,Manhattan,62191.0
2012-06-16,Queens,21698.0
2012-06-17,Manhattan,54786.0
2012-06-17,Queens,21374.0
2012-06-18,Manhattan,58844.0
2012-06-18,Queens,22279.0
2012-06-19,Manhattan,62457.0
2012-06-19,Queens,21501.0
2012-06-20,Manhattan,63928.0
2012-06-20,Queens,21765.0
2012-06-21,Brooklyn,29529.0
2012-06-21,Manhattan,26270.0
2012-06-21,Queens,2485.0
2012-06-22,Brooklyn,32024.0
2012-06-22,Manhattan,24338.0
2012-06-23,Brooklyn,32384.0
2012-06-23,Manhattan,20861.0
2012-06-24,Brooklyn,9776.0
2012-06-24,Manhattan,19505.0
2012-06-25,Brooklyn,9166.0
2012-06-25,Manhattan,15140.0
2012-06-26,Brooklyn,11504.0
2012-06-26,Manhattan,10845.0
2012-06-27,Brooklyn,11634.0
2012-06-27,Manhattan,9131.0
2012-06-27,Queens,7701.0
2012-06-28,Brooklyn,12064.0
2012-06-28,Manhattan,145.0
2012-06-28,Queens,36586.0
2012-06-29,Brooklyn,23203.0
2012-06-29,Queens,47332.0
2012-06-30,Brooklyn,31979.0
2012-06-30,Queens,20299.0
2012-07-01,Brooklyn,30576.0
2012-07-01,Queens,13814.0
2012-07-02,Brooklyn,30679.0
2012-07-02,Queens,24984.0
2012-07-03,Brooklyn,32216.0
2012-07-03,Queens,31938.0
2012-07-04,Brooklyn,7789.0
2012-07-04,Queens,23255.0
2012-07-05,Brooklyn,6162.0
2012-07-05,Queens,25525.0
2012-07-06,Brooklyn,5043.0
2012-07-06,Queens,11287.0
2012-07-07,Brooklyn,5043.0
2012-07-07,Queens,7437.0
2012-07-08,Brooklyn,5142.0
2012-07-08,Queens,6991.0
2012-07-09,Brooklyn,6989.0
2012-07-09,Queens,12669.0
2012-07-10,Brooklyn,7140.0
2012-07-10,Queens,15555.0
2012-07-11,Brooklyn,6873.0
2012-07-11,Queens,16123.0
2012-07-12,Brooklyn,5031.0
2012-07-12,Queens,16251.0
2012-07-13,Brooklyn,4163.0
2012-07-13,Queens,16306.0
2012-07-14,Brooklyn,5722.0
2012-07-14,Queens,13366.0
2012-07-15,Brooklyn,5058.0
2012-07-15,Queens,12156.0
2012-07-16,Brooklyn,11659.0
2012-07-16,Queens,16268.0
2012-07-17,Brooklyn,9608.0
2012-07-17,Queens,3357.0
2012-07-18,Brooklyn,10142.0
2012-07-19,Brooklyn,6958.0
2012-07-20,Brooklyn,5649.0
2012-07-21,Brooklyn,581.0
2012-07-21,Manhattan,7791.0
2012-07-22,Brooklyn,687.0
2012-07-22,Manhattan,7195.0
2012-07-23,Bronx,3653.0
2012-07-23,Brooklyn,1645.0
2012-07-23,Manhattan,8215.0
2012-07-24,Bronx,5045.0
2012-07-24,Brooklyn,9052.0
2012-07-24,Manhattan,1129.0
2012-07-25,Bronx,5059.0
2012-07-25,Brooklyn,9870.0
2012-07-26,Bronx,5081.0
2012-07-26,Brooklyn,9812.0
2012-07-27,Bronx,5576.0
2012-07-27,Brooklyn,6099.0
2012-07-28,Bronx,4622.0
2012-07-28,Brooklyn,5054.0
2012-07-29,Bronx,3951.0
2012-07-29,Brooklyn,4468.0
2012-07-30,Bronx,806.0
2012-07-30,Brooklyn,674.0
2012-07-30,Queens,11148.0
2012-07-31,Queens,13080.0
2012-08-01,Queens,13295.0
2012-08-02,Queens,12798.0
2012-08-03,Queens,16201.0
2012-08-04,Queens,18779.0
2012-08-05,Queens,17182.0
2012-08-06,Queens,11998.0
2012-08-06,Staten Island,7795.0
2012-08-07,Queens,9237.0
2012-08-07,Staten Island,9307.0
2012-08-08,Queens,7207.0
2012-08-08,Staten Island,11097.0
2012-08-09,Queens,7494.0
2012-08-09,Staten Island,11510.0
2012-08-10,Queens,8057.0
2012-08-10,Staten Island,10592.0
2012-08-11,Queens,9905.0
2012-08-11,Staten Island,8942.0
2012-08-12,Queens,6248.0
2012-08-12,Staten Island,7636.0
2012-08-13,Queens,1857.0
2012-08-13,Staten Island,9546.0
2012-08-14,Queens,1760.0
2012-08-14,Staten Island,11375.0
2012-08-15,Queens,1837.0
2012-08-15,Staten Island,9010.0
2012-08-16,Queens,1844.0
2012-08-16,Staten Island,9303.0
2012-08-17,Queens,1953.0
2012-08-17,Staten Island,9281.0
2012-08-18,Queens,1124.0
2012-08-18,Staten Island,9199.0
2012-08-19,Queens,1500.0
2012-08-19,Staten Island,7523.0
2012-08-20,Queens,1703.0
2012-08-20,Staten Island,8717.0
2012-08-21,Queens,1683.0
2012-08-21,Staten Island,9045.0
2012-08-22,Queens,1593.0
2012-08-22,Staten Island,9022.0
2012-08-23,Queens,1688.0
2012-08-23,Staten Island,8885.0
2012-08-24,Queens,1592.0
2012-08-24,Staten Island,8570.0
2012-08-25,Queens,1100.0
2012-08-25,Staten Island,8245.0
2012-08-26,Queens,1500.0
2012-08-26,Staten Island,7287.0
2012-08-27,Queens,1692.0
2012-08-27,Staten Island,9617.0
2012-08-28,Queens,1789.0
2012-08-28,Staten Island,10655.0
2012-08-29,Queens,1705.0
2012-08-29,Staten Island,8817.0
2012-08-30,Queens,1650.0
2012-08-30,Staten Island,9044.0
2012-08-31,Manhattan,8538.0
2012-08-31,Queens,1473.0
2012-08-31,Staten Island,5973.0
2012-09-01,Manhattan,8719.0
2012-09-01,Queens,1119.0
2012-09-01,Staten Island,4841.0
2012-09-02,Manhattan,7631.0
2012-09-02,Queens,1269.0
2012-09-02,Staten Island,4122.0
2012-09-03,Manhattan,6716.0
2012-09-03,Queens,1225.0
2012-09-03,Staten Island,3758.0
2012-09-04,Manhattan,8102.0
2012-09-04,Queens,1752.0
2012-09-04,Staten Island,5295.0
2012-09-05,Manhattan,7571.0
2012-09-05,Queens,2194.0
2012-09-05,Staten Island,957.0
2012-09-06,Brooklyn,11278.0
2012-09-06,Manhattan,8523.0
2012-09-06,Queens,1486.0
2012-09-07,Brooklyn,19253.0
2012-09-07,Manhattan,3197.0
2012-09-07,Queens,7227.0
2012-09-08,Brooklyn,14318.0
2012-09-09,Brooklyn,24833.0
2012-09-10,Brooklyn,5305.0
2012-09-10,Manhattan,64674.0
2012-09-11,Manhattan,87664.0
2012-09-12,Manhattan,75470.0
2012-09-13,Manhattan,90303.0
2012-09-14,Manhattan,95878.0
2012-09-15,Manhattan,93345.0
2012-09-16,Manhattan,75013.0
2012-09-17,Manhattan,71969.0
2012-09-18,Manhattan,76743.0
2012-09-19,Manhattan,80633.0
2012-09-20,Manhattan,86323.0
2012-09-21,Manhattan,93142.0
2012-09-22,Manhattan,85107.0
2012-09-23,Manhattan,79715.0
2012-09-24,Manhattan,82096.0
2012-09-25,Manhattan,80860.0
2012-09-26,Manhattan,76685.0
2012-09-27,Manhattan,74646.0
2012-09-28,Bronx,1802.0
2012-09-28,Brooklyn,3594.0
2012-09-28,Staten Island,15081.0
2012-09-29,Bronx,63.0
2012-09-29,Brooklyn,28363.0
2012-09-29,Manhattan,18590.0
2012-09-30,Brooklyn,27267.0
